TemP (K),Time (min),PS (mm),BET (m2/g),PV (cm3),C (wt.%),H  (wt.%),N  (wt.%),O  (wt.%),Qm (mg/g),TP_Benzocaine,TP_Ciprofloxacin,TP_Citalopram,TP_Diclofenac ,TP_Dimetridazole,TP_Floxentine,TP_Metronidazole,TP_Nitroimidazole,TP_Norfloxacin,TP_Oxytetracycline,TP_Oxytetracycline ,TP_Salicylic acid,TP_Sulfadiazine,TP_Sulfamethoxazole,TP_Tetracycline,TP_Triclosan,TP_ibuprofen,TP_sulfamethazine 
398.4241,274.1589,13.640057,-110.86523,-0.029379528,38.38519,3.4864256,4.4437776,5.6573052,-17.990242,0.060729582,-0.039503135,0.33839133,0.2590468,0.079576574,-0.081538826,-0.05504315,-0.004054078,0.30456114,0.009123482,0.031858128,-0.032433596,0.042284887,0.39955604,-0.1774929,0.24390145,-0.20565864,0.39999956
439.27255,274.15903,10.466185,259.26898,0.3282981,78.721855,2.7651978,-0.5924022,5.6573052,-17.990242,0.03417815,-0.0022771016,0.33706757,0.26729167,0.06585825,0.029275332,-0.029478226,0.008766384,0.30456147,0.002364558,0.01946194,-0.047317825,0.046038687,0.39999974,-0.1774929,0.26792416,-0.20541823,-0.19731647
398.42413,141.32596,13.638236,-18.429148,-0.029303398,78.721344,3.486407,0.13653459,5.657582,-17.990208,0.072165824,-0.027723756,0.33812153,0.25872365,0.047572296,-0.054826997,-0.027491838,0.020322403,0.30456138,0.034228735,0.037815012,-0.011089263,0.02945939,0.39983281,-0.1774929,-0.08381598,0.4442711,0.39987025
726.9508,88.671524,-0.077128164,199.67024,-0.02636106,37.48711,2.9563026,4.2645903,25.391893,94.66455,-0.02286511,0.0055903792,0.28151497,-0.16251948,-0.046616565,0.044789966,-0.008127314,-0.0052201143,-0.17012022,0.013058287,0.01765686,0.004551092,0.00070122984,0.36593089,0.7024929,-0.12408619,-0.2057189,0.39997596
726.9509,24.237648,13.62737,-72.985374,0.0052244263,37.486267,0.3303968,4.6282763,5.6574407,94.61995,-0.0007932942,0.003880902,0.33834517,-0.13209578,-0.061889973,-0.0402904,0.025567617,-0.012240971,-0.17956147,-0.030951243,-0.00306612,-0.030550517,-0.022349183,-0.1999507,0.7024929,0.26621336,0.4556641,-0.19989517
398.4767,24.255966,13.640056,-51.782375,-0.028748747,48.297688,3.4864256,4.62829,25.98611,94.61656,0.029265918,0.018335804,-0.11562891,-0.12022105,-0.044678655,-0.026288986,-0.0041559367,-0.017362343,-0.179549,-0.02157772,0.022433829,0.009121798,-0.009025161,0.4,-0.15050118,0.19919588,-0.18556869,0.4
726.9509,24.237648,-0.20061517,374.57526,0.040315304,37.486443,0.33026627,0.65226066,21.098461,19.807606,0.018912025,0.023783943,-0.18687387,-0.16794468,-0.052314807,0.018892668,0.039151363,-0.01909855,-0.17956147,-0.016051326,0.050831728,-0.025222968,-0.0038357147,-0.20000002,0.7024929,0.26501584,0.4557189,-0.20000002
674.7206,24.237663,13.633712,88.476395,-0.02670848,37.504517,3.4864256,4.6282825,5.663649,94.65676,0.07751076,0.015819084,-0.18837975,0.26751354,-0.067577064,0.015206475,0.02438681,0.028622672,-0.17956102,0.047492657,0.012292039,0.046652008,-0.03691785,0.4,0.7024929,-0.16058196,-0.2057189,0.39993355
726.9509,24.246101,13.64003,-59.29977,0.33063295,37.486267,0.33024934,4.1358795,5.6573052,-15.061001,-0.05505206,-0.010994849,0.33839133,-0.16289063,0.0469003,-0.14445022,-0.027149957,-0.011552445,0.30456105,-0.05686191,-0.021181162,-0.024153382,0.00683062,-0.1999993,0.7024929,0.23594128,0.4557189,-0.20000002
726.9509,24.237648,-0.20063186,444.37582,-0.029119786,37.486267,0.33024934,0.3848462,25.963861,94.66462,0.06918858,0.02395452,0.33839133,-0.16794495,-0.066995725,0.060378414,0.06513305,-0.053047236,-0.17859477,-0.0232919,-0.004176342,-0.012009711,-0.029563159,-0.20000002,0.7024929,-0.1678336,0.4557189,-0.19999969
726.9509,24.254242,13.639249,-101.646355,-0.029368293,37.486267,0.33024934,3.9730275,5.6573052,-17.85263,-0.04060469,-0.0006733678,0.33839133,-0.16794471,-0.004275906,-0.115947545,-0.014634068,-0.027051415,-0.1753949,-0.064428076,0.02573727,-0.05404525,0.01603491,-0.20000002,0.7024929,0.2288932,0.4557189,-0.20000002
726.9151,274.15677,-0.20054078,451.03482,-0.025186922,78.72177,3.2461483,-0.5918052,25.96025,94.3026,0.0652975,0.018322239,0.3383721,0.03875994,0.005836898,0.15238483,-0.0008413728,-0.0072199637,0.30456147,0.01379456,0.04537324,-0.014537378,0.0047993273,0.3998988,-0.17749248,-0.16327369,-0.2057189,0.4
726.9479,24.46209,-0.19102693,469.04642,0.33100265,78.721855,3.4864256,4.6099815,25.819796,94.66462,0.030228347,0.01880992,-0.18839134,0.26727313,-0.06214985,0.07073309,0.040972333,0.04565259,-0.10772726,0.054068085,0.033932753,0.061486933,-0.025340326,0.4,0.70249194,-0.14768125,-0.2057189,0.3963658
724.07477,274.15536,2.5888383,155.18495,-0.026631426,37.48628,0.33024934,-0.5926635,5.6573052,-17.989994,0.0056001553,0.018117948,0.33839133,-0.10851845,0.07260966,-0.053469658,-0.04486805,-0.014104231,0.30456147,-0.012417401,0.0041691614,-0.035997964,0.044902343,-0.20000002,-0.11748962,0.15975344,0.45571855,-0.20000002
398.4267,24.237648,13.355638,225.75157,-0.029190611,37.487103,3.4863973,4.62806,25.978256,93.2756,0.039706357,0.027298393,0.32342947,0.26743445,-0.056069057,0.0023585781,0.043709792,-0.01440516,-0.17956068,-0.0015883066,-0.031760097,0.02455585,-0.02478569,0.3999972,-0.08360581,-0.15939026,0.4378931,0.39998037
725.3053,24.237648,6.9260178,202.33601,-0.029341694,37.486267,3.4863598,4.6281133,25.98647,94.66462,-0.0076429257,0.036184214,-0.18773226,-0.15302911,-0.07537631,0.18224096,0.048407856,0.012081718,-0.17956147,-0.0023648955,-0.0036273908,0.04853,-0.03194536,0.36464772,0.7024929,-0.16788463,-0.20571819,0.4
398.4241,274.14194,0.01731563,454.75055,0.33098862,78.721855,3.4864256,-0.13177298,25.984274,-17.803696,0.0027731934,0.012388618,-0.18839134,0.26793557,-0.013077683,0.16612607,0.032094833,0.028373975,-0.15887395,0.048108455,0.03490536,0.02258331,0.02226456,0.4,-0.1774929,0.26779744,-0.2056154,0.4
398.4241,24.237648,13.6398945,52.593815,-0.029379394,43.685654,3.486337,4.5922494,25.98647,-17.989895,-0.034255143,-0.00093178375,0.3337405,-0.16794103,-0.015189729,0.003188204,-0.014578306,-0.04530478,-0.17952454,-0.041245695,-0.017749863,0.012770057,0.0115584005,-0.20000002,0.7006324,-0.15164478,0.4557189,0.4
726.9509,40.00274,-0.20063186,477.5504,0.3305079,37.91662,0.33024934,-0.5926652,5.657392,38.40993,-0.00039979274,0.00903777,0.33797365,-0.017436292,0.028250853,0.10081509,0.011279368,-0.009022594,0.30456138,0.008627404,-0.0024819814,0.0060590156,0.010306036,-0.19959533,0.7024929,-0.16714342,0.45560157,-0.20000002
398.4241,274.1241,13.635461,-66.688835,-0.029339548,37.526966,3.4864244,4.6199894,18.994497,91.21911,0.026933247,0.02633324,0.33839092,0.26793107,-0.036451705,-0.052117936,-0.028921142,0.013137731,-0.059159487,0.0162396,0.0540929,-0.017052777,0.031295333,0.4,-0.1774929,0.21466702,-0.2057189,0.4
398.4241,24.237648,13.640057,-107.93905,-0.029379528,37.486267,3.4864256,4.62829,25.98647,31.813948,-0.0567126,0.011140715,0.3383912,-0.16785514,-0.039351612,-0.011653431,-0.0027566815,-0.041320197,-0.17956147,-0.05837779,-0.036471777,0.012295478,-0.007985785,-0.20000002,0.702127,-0.15626264,0.4557189,0.4
407.445,28.714851,13.598595,407.54565,0.15948136,78.721855,3.4864256,4.221449,25.986406,93.255005,-0.009822681,0.024113905,-0.18839134,0.20139529,-0.03804422,0.19127578,0.035182446,0.03277752,-0.16460913,0.022480756,-0.027356386,0.082812846,-0.021118592,0.4,0.7024929,-0.16735773,-0.2057189,0.4
725.7512,274.08856,-0.09368538,291.3788,-0.029307868,78.721855,3.4864256,-0.32552862,25.985882,-17.190327,-0.0055712266,0.023462292,0.30752927,-0.16781387,0.005604681,0.13168687,0.01898427,-0.023637254,0.19296342,-0.029706113,0.007176335,-0.007321178,-0.0009883933,0.39953673,-0.10076256,0.06262381,-0.20238757,0.4
402.7024,31.342682,12.893999,360.06055,0.01952662,78.679085,3.486424,4.573675,25.977695,94.54811,0.07160986,0.004103888,0.33820105,0.26614308,-0.010613873,0.0461668,0.027516557,0.014568122,0.30454144,0.013038723,0.01102615,0.028767137,-0.006337817,0.4,-0.1774929,-0.16530861,-0.20571855,0.39999202
398.4241,274.09634,13.640057,-100.12319,0.33102676,78.72171,3.4864256,4.62829,5.6656795,94.66283,-0.02725054,-0.035136838,-0.18839134,0.26794496,-0.05524533,-0.02588167,0.031113429,0.06965415,-0.1795567,0.031754546,0.037619904,0.020504288,0.011494401,0.4,-0.1774929,0.26794484,-0.2057189,0.39999986
726.9509,103.43512,-0.20063186,478.90485,0.33102676,78.72177,0.33024934,-0.5925896,5.6752667,94.66459,0.028126698,0.012622139,-0.121407986,0.26794475,-0.0021552101,0.009399794,0.026019149,0.04310758,0.30456147,0.04218185,-0.010426086,0.06774176,-0.010565543,0.4,-0.1774929,-0.16776422,-0.2057189,-0.20000002
726.8785,192.77402,0.9974015,361.02515,-0.026205894,37.639107,3.4802399,4.5070453,25.986166,94.66462,0.02009757,0.01672874,-0.08176085,0.04232981,-0.026925724,0.044168837,-0.014013161,-0.0010267033,0.30199134,0.019846043,0.021578742,0.02993769,-0.004463694,0.3999962,0.70249236,-0.16787496,-0.2057189,0.4
725.7688,274.14935,13.616502,-6.4195957,0.32736486,77.83594,3.4860404,4.1072493,5.6573052,59.388226,-0.032533754,-0.021868255,-0.1883886,0.26657125,-0.0012054008,-0.062034726,-0.024090074,0.035596732,0.29843256,0.03564412,0.025558386,0.006812417,0.017973892,0.4,0.7023634,0.26371035,-0.2057189,-0.19791454
726.95026,24.237648,13.639394,-99.54,-0.029377174,37.486267,0.33026245,4.62822,5.6573052,4.937626,0.040177498,-0.0067939414,0.270366,-0.16784029,-0.05556841,0.019293282,0.040334456,-0.008498308,-0.17956147,-0.03901415,0.021663822,-0.011600434,-0.026029035,-0.20000002,0.7024929,0.015155821,0.4557189,-0.19999993
726.22034,61.616997,0.4051335,351.0623,-0.02931745,64.47934,3.37515,-0.4896872,25.928898,94.12953,0.016666977,0.017471902,-0.18839078,-0.07640126,-0.025358334,0.18020654,0.0068395007,0.0022280037,0.13183229,0.030279616,-0.008734657,0.048017927,-0.009581975,-0.1958175,0.7024929,-0.16785698,-0.2057189,0.39999983
726.0852,267.7872,12.766753,436.9883,0.33102402,78.721855,3.4864256,4.628211,25.98647,94.66462,-0.025531553,0.013054135,-0.18839134,-0.03436796,-0.03317285,0.06928859,-0.0013182799,0.032063514,0.27546424,0.019479282,0.02679542,0.048798952,0.009875103,0.4,0.5969104,0.23878232,-0.2057189,0.4
398.4241,274.08957,-0.20061517,477.50174,-0.02937707,78.721855,3.4858146,-0.5926652,25.98647,-17.990242,0.0778781,0.068883285,0.33839133,-0.12371424,0.05492786,0.23538712,0.037178494,-0.048937753,0.30456147,-0.0007585326,-0.041707072,0.013212128,0.0105989,-0.13008147,-0.1774929,-0.16730152,0.4557189,0.4
726.9509,24.245285,13.63948,-42.016033,0.21948335,37.486267,0.33024934,4.511968,5.6573052,55.75004,-0.018573163,-0.0015724229,0.33839044,-0.16763374,0.008976627,-0.058053814,-0.0040473333,-0.021230057,0.3044581,-0.05647425,-0.0017635638,-0.012147297,0.0028866564,-0.20000002,0.7024929,0.0507593,0.4557189,-0.20000002
726.9415,272.97876,-0.18993449,401.68076,-0.029375639,37.486267,0.33024934,-0.5926652,5.6573052,-17.990242,0.04756219,0.0204507,0.33839133,-0.16732235,0.099109404,-0.028066851,-0.040814552,-0.03981639,0.30456147,-0.0126860915,-0.021805447,-0.042545605,0.03493396,-0.20000002,-0.1774929,-0.16756228,0.4557189,-0.20000002
726.6001,24.240189,0.16651654,188.16553,-0.029378813,37.552036,3.486408,4.586855,25.98647,93.557,0.019248566,0.03170614,-0.18803336,-0.167941,-0.06292046,0.107971564,0.034360435,-0.01276005,-0.17956147,0.006143256,0.009919438,0.0008029824,-0.012282136,-0.19999212,0.7024929,-0.09998554,0.45546743,0.4
398.4241,192.44962,13.640057,-110.25228,-0.029379528,37.488552,3.4864256,4.6282883,22.088842,-17.989037,-0.034622107,0.010812745,0.3383852,-0.16407286,0.009143978,0.016866487,-0.010083101,-0.02415217,-0.17955981,-0.05453183,-0.013127933,-0.024335556,0.016054748,-0.18009892,-0.16569014,0.25466838,0.45217565,0.4
398.4241,274.15903,13.639985,-84.90859,0.3220872,78.721855,3.4864256,3.32347,5.669666,-17.99007,0.007442325,-0.013998437,0.040327877,0.26794168,0.04865543,0.010743078,-0.021854937,0.016360508,0.00094606355,0.033453766,0.0340065,-0.03212472,0.07936172,0.4,-0.1774929,0.26794496,-0.20571607,0.4
726.5737,274.07037,-0.20027995,438.40634,-0.029366862,78.5705,0.33024934,-0.5926652,7.1688676,-17.990242,0.06080127,0.038880814,0.33839133,-0.16735442,0.066844985,0.037758738,-0.03005967,-0.046808843,0.30456147,-0.015170899,0.006842824,-0.03732319,0.024964856,-0.20000002,-0.1774929,-0.13971266,0.4557189,-0.17779267
726.9509,230.31952,-0.18303847,330.30066,-0.029362109,37.486275,0.33042124,-0.5921917,5.703819,93.330635,0.024502475,0.023852233,0.33839005,0.2151441,-0.0019107901,-0.03211768,-0.017495628,-0.0073077986,0.30453777,0.04119816,0.009046598,0.0027531607,0.00015572533,0.39918724,0.7024929,-0.16792524,-0.2057189,-0.19623458
726.9509,24.403587,-0.19310689,394.88068,0.33098942,78.70969,0.35161284,1.9990877,19.476624,94.43482,0.0010817868,-0.01510393,-0.18839134,-0.16794276,0.0020624322,0.02890027,0.006933981,-0.008800427,-0.13837497,0.027908592,0.010868462,0.045050517,0.03280199,-0.20000002,0.7024929,0.2368615,0.4557189,-0.19999868
398.4241,24.237709,13.63988,24.975164,-0.029379155,78.54216,3.4864256,3.5679302,25.745762,-17.990242,0.012703307,0.0019052986,-0.16939354,0.012798979,-0.007587119,0.0387656,0.038492482,-0.026209526,-0.1795614,-0.021137629,-0.016684873,0.0101782335,-0.012497603,-0.19835001,-0.13570999,0.04532385,0.4557189,0.4
726.9509,24.800346,-0.20063186,474.84955,0.3310112,37.495903,0.33024934,-0.5926602,5.6573052,89.01207,0.029161807,-0.00032600685,-0.17889406,-0.044979762,0.030984148,0.031604994,-0.002349484,-0.004686636,0.30456135,0.032437645,0.004151662,0.037476692,0.005989253,0.27121076,0.7024929,-0.16734041,-0.19598016,-0.20000002
726.9508,263.0788,-0.1712749,291.0032,0.33083043,78.72177,2.8854003,0.0219071,5.6573052,-16.916939,-0.015520238,-0.014653862,-0.18839125,0.21740444,-0.013275963,-0.029318921,-0.008944559,0.020322947,-0.14090846,0.028020699,0.033051684,-0.012073795,0.014972321,0.39903775,0.7024804,0.26784956,-0.2029967,-0.19998348
726.9509,24.23941,9.014211,165.8162,0.32742068,37.486336,0.3302528,3.7953668,5.6573052,-7.511135,0.01682848,-0.010327782,0.32797682,0.19441946,0.0022391302,-0.059295267,-0.0011637837,0.001116093,0.30435354,-0.005459207,-0.025522966,0.01001494,-0.017957184,-0.03854514,0.7024927,-0.010032096,0.4557189,-0.20000002
726.9509,24.237648,-0.20024705,459.6412,-0.029002156,78.084335,1.8185433,-0.57910514,7.520167,-5.4748535,0.052385457,0.012774898,0.31449002,-0.16789925,0.012729714,-0.04404051,0.00805707,0.0054007014,0.30454028,0.015970457,-0.0053612115,0.019527314,-0.01985849,0.16572332,0.7024929,-0.1679437,0.4557177,-0.20000002
398.4241,24.237839,13.640057,-110.688805,-0.029379528,37.486267,3.4860811,4.628283,7.165713,-11.087368,-0.02895173,-0.0038821877,0.3307652,-0.099842176,-0.06286034,0.0987152,0.0023401508,0.0036441719,-0.17956147,-0.03419788,0.0036396522,0.0066637495,-0.013165557,-0.20000002,0.7024929,-0.023168076,-0.116581336,0.4
431.38483,24.238197,-0.20063186,478.97482,0.32617557,78.721855,3.4863994,-0.49482656,25.98647,79.68224,0.03719129,0.044457257,-0.18817233,0.26654533,-0.03193087,0.09742816,0.063543126,0.023870675,-0.17853297,0.029288238,-0.005014698,0.035203144,-0.010260393,0.4,-0.1774929,-0.16039954,0.45571664,0.39749333
726.9509,35.339363,-0.20063186,476.80826,0.33102676,77.875,0.33024934,-0.53818107,5.657966,94.66462,-0.011261991,0.0027570704,-0.16891132,0.2679449,-0.03389548,0.043311927,0.025007734,0.039301936,0.30441844,0.0545965,-0.012155094,0.04224221,0.003744657,0.4,-0.17719729,0.24341966,-0.20571873,-0.20000002
425.39856,274.1581,12.300629,1.7806759,-0.029313799,78.72166,2.5745707,-0.59248066,5.658773,-17.990242,0.022088023,-0.01667556,-0.18836857,-0.16511126,0.059340525,-1.2785196e-05,-0.04097175,0.0020601496,0.30404735,0.011256619,0.036158036,-0.01767523,0.02824266,-0.19999564,0.70246845,0.23134227,0.44221658,0.39982137
398.7245,27.76442,0.8127296,344.71814,0.012374823,37.563797,2.6811755,4.080031,25.841177,93.649284,0.047231678,0.041322086,0.33742645,0.26777643,-0.04802483,0.12527204,0.0335874,-0.008675194,-0.1759455,0.0030094895,-0.008787387,0.011847236,-0.009812019,0.3999995,-0.1774909,0.068935625,-0.20488581,0.38467592
721.18445,118.45825,13.639187,-97.54815,-0.029377189,37.486267,0.77008533,4.628063,5.66207,93.58586,-0.008417443,0.03282415,0.33839133,-0.16228199,-0.04960695,-0.104888245,-0.014210823,-0.027793366,-0.17953159,-0.042828836,-0.00016918797,-0.042297896,-0.019597359,-0.1958251,0.7024929,0.2543624,-0.20545924,0.3880177
508.45557,24.385605,13.64,-76.04696,-0.029373568,78.720634,3.4864256,4.6093893,5.657309,-17.990242,0.024832495,-0.011143315,-0.1883312,-0.16725598,0.008859385,0.0041357614,-0.02468041,0.028192425,-0.17869948,-0.004526886,0.031353887,-0.022077091,-0.0023495213,-0.029023075,0.7024929,0.1484803,0.45372218,0.39775896
398.57837,24.237648,13.638454,72.22722,-0.0047759367,37.486282,3.4864256,4.62829,25.98647,94.66462,0.01974348,0.06512918,-0.18839134,0.24900995,-0.092489325,0.20275377,0.071651906,0.011000114,-0.17956147,0.021881044,-0.038620997,0.069079824,-0.04610045,0.4,0.7024929,0.16444913,-0.2057189,0.4
400.8452,25.668251,3.7878687,-2.4120731,-0.02937625,37.48659,3.4848242,4.590389,25.683693,59.23616,-0.0005972387,0.012853381,-0.17598455,0.04217369,-0.06372128,0.08818466,0.023211805,-0.0152869215,-0.17956147,-0.00036929472,0.023595875,-0.019827086,-0.016670171,0.062791914,0.7024929,0.25818452,-0.20568717,0.4
726.9509,24.238243,-0.20062757,415.56335,0.33099985,78.489784,3.147238,4.589459,25.972137,94.66462,0.0072706356,0.040858984,-0.18839134,-0.16794284,-0.06994655,0.20567521,0.050934535,0.0036637986,-0.17956147,0.03168312,0.009671598,0.045862883,-0.014491617,-0.19936001,0.7024929,0.24243583,0.40950316,-0.20000002
417.73438,24.273567,2.9635885,382.6924,0.33102617,77.31313,0.33024934,-0.59235525,5.6573052,-17.990242,-0.021914769,-0.01501874,0.3002109,0.26791343,0.054684587,0.044803582,0.02113217,0.023816152,0.30455878,0.017978324,-0.02869467,0.034736417,0.012959609,-0.18954402,-0.1774929,0.25352105,0.4557189,-0.20000002
398.42438,24.237648,13.631914,-76.15865,-0.029379528,37.493336,3.4864256,4.627769,25.986454,-16.326763,0.049873263,0.00601114,-0.18816738,-0.16784741,-0.052237775,0.07794829,0.01418818,0.004728648,-0.17956147,-0.026767801,0.028345264,0.027202694,-0.025172953,-0.19999656,0.7024929,-0.167755,0.45571876,0.4
398.4241,24.237648,13.640057,-105.22744,-0.028977897,37.486267,3.4864256,4.62829,25.56323,94.66461,0.047392707,-0.008907321,-0.18833049,0.26790437,-0.07461991,-0.0092233345,0.02467321,0.017493626,-0.17956147,0.016679078,0.006740434,0.057825625,-0.03290402,0.4,0.70223016,0.06847315,-0.2057189,0.4
398.4241,274.15878,8.0674715,412.50104,0.014722382,78.721855,3.485695,-0.59250164,7.1151805,-17.990242,0.061345994,0.028974945,0.3383303,0.2679436,0.05774439,0.12767956,0.025060281,0.011958431,0.30456147,0.023261238,-0.008990067,0.024778398,0.025019264,0.4,-0.1774929,-0.1653203,-0.2057172,0.3994661
718.7907,274.15308,0.2719829,160.93333,0.3309869,78.4171,3.4554362,3.4659457,6.80362,94.61426,-0.041277677,0.019274054,-0.18839087,0.2678018,-0.024272151,-0.009375662,-0.007205433,0.042277183,-0.16672881,0.03144933,0.007198769,0.007411474,0.02593005,0.4,0.47195488,0.2675309,-0.2057189,0.020591153
726.93005,24.242126,-0.18402505,299.6571,-0.029366475,78.01659,3.4864144,4.588357,25.98647,94.65458,0.040812142,0.046470862,-0.18839113,-0.16782689,-0.05996238,0.12428631,-0.006265183,0.009414296,-0.17956147,0.02880597,0.017557709,0.007314164,0.013391526,-0.19994664,0.7024929,-0.124305904,0.30407476,0.4
726.92834,274.0709,-0.20063186,478.4872,0.33052996,78.721855,0.33347645,-0.5926652,25.98647,-17.225586,-0.01114552,0.055575036,-0.18440227,-0.10432787,0.004390564,0.21137838,0.038014915,-0.029458195,0.30449373,-0.0153178675,-0.011630534,0.0051887943,0.011090077,-0.15569377,-0.17748587,0.2087115,0.4557189,-0.14060187
701.5216,24.237648,12.993802,154.1245,0.006830101,37.486267,0.33554247,4.6267543,5.6675057,93.054855,0.03716447,-0.004230297,0.33771643,0.1182181,-0.045898706,-0.06543222,0.013820046,-0.009346713,-0.1779977,-0.0052465787,-0.02751229,0.017168544,-0.02382673,-0.20000002,0.7024929,-0.073143914,0.4557189,-0.19999519
726.9509,24.239548,-0.20063186,478.51205,0.33102676,78.721855,0.34204915,-0.55018234,25.986406,94.66462,-0.03435325,0.035034906,-0.18839134,0.014842357,-0.04331519,0.15556638,0.03965708,0.005960153,-0.14231177,0.03561156,-0.025129095,0.060442496,-0.00024045836,0.3197659,0.7024929,-0.12004645,0.4557182,-0.20000002
726.9509,24.581528,-0.20063186,473.21884,0.3297897,78.721245,3.417295,-0.52492714,25.986242,94.66462,-0.0013600274,0.011760932,-0.18839134,0.2676743,-0.054375004,0.20952979,0.058815878,0.036182456,0.10334164,0.04588954,0.00010487977,0.06406661,-0.030474517,0.4,0.7024929,-0.16794105,-0.2057189,0.37783334
617.582,24.237648,13.086252,54.44092,-0.029379439,37.48628,3.4857173,4.628184,25.986435,91.29472,0.049054787,0.00069156365,-0.18837775,-0.16794124,-0.07836156,0.15110308,0.04389619,-0.009520675,-0.17956147,-0.025903083,0.03529643,0.008724314,-0.03231017,-0.20000002,0.7024929,-0.16583139,0.4557189,0.3999985
726.95044,25.495872,13.640028,-65.00376,0.3271906,37.486267,2.77728,4.62824,5.6575446,94.664604,0.006985444,0.023623176,-0.18839033,0.24553421,-0.057261605,0.11085895,0.021546604,-0.008613926,-0.17955251,0.0069705723,-0.019683208,0.04896124,-0.01867443,0.3998362,0.7024929,0.2648043,-0.2057189,-0.19937527
726.9509,30.237167,-0.20063186,479.28897,0.33102676,78.721855,0.33024934,-0.5926652,5.6595407,49.968773,-0.033946052,0.005952996,-0.18819965,0.26794276,0.029385304,0.08403416,0.038755,0.03271335,0.30456147,0.041466694,-0.013804351,0.052087266,0.0051372857,0.39999616,-0.17748715,-0.061653834,0.4557189,-0.20000002
726.9509,24.257973,-0.20063186,477.38467,0.09490357,52.216404,0.33024934,-0.5926652,5.6573052,-17.990242,0.03257742,0.0051972037,0.33657828,-0.16790393,0.008752452,0.06652352,0.029290462,-0.029763427,0.30448794,-0.0036791053,0.0520331,-0.032471363,0.0024602308,-0.20000002,0.7024929,-0.13861148,0.4557189,-0.20000002
599.4805,273.9519,-0.20062757,462.12195,0.32932395,78.721855,3.24339,-0.592494,24.103592,-17.917595,0.03683625,0.011146257,0.2794113,0.26756153,0.018210363,0.15545143,0.0096683735,0.012844977,0.3045311,0.01700379,0.046212327,-0.019337792,0.02933115,0.3999928,-0.1774929,0.260756,0.44542032,0.017716167
726.9509,24.270073,12.772511,-101.889305,-0.02937914,37.486267,0.33024934,4.62625,5.657829,94.64555,0.00065428094,0.0035647096,0.33839133,-0.16751453,-0.059251692,-0.08694421,-0.0064389342,-0.038673777,-0.17956139,-0.055082146,0.01528657,-0.060869534,-0.017808134,-0.20000002,0.7024929,0.26275736,0.45505223,0.06419257
726.9509,24.237831,-0.20063186,476.25406,-0.029376682,78.62504,0.3303266,-0.59266424,25.92517,-17.986378,0.058637388,0.02689634,0.33817738,-0.16794376,-0.0044471202,0.044779778,0.012474411,-0.021914642,0.2958465,-0.0062179705,0.025331767,-0.013063601,-0.01721557,-0.20000002,0.7024929,-0.16793574,0.4557189,-0.19973639
726.9509,24.237648,2.0060456,320.48535,0.33088988,37.490887,0.33036295,4.613356,5.6573052,94.66399,0.01653023,-0.028602451,0.33168983,-0.14258058,-0.009259311,-0.12034756,-0.030808695,0.02408126,0.30454898,0.011844052,0.04710076,0.020404406,-0.007319321,0.3999092,0.7024929,-0.11588693,0.4008638,-0.20000002
718.8002,24.239723,0.7182462,450.8514,0.32469386,78.721825,3.4847271,0.9536588,25.985855,79.20609,-0.007144359,0.031720255,-0.18839075,-0.14926708,-0.01014427,0.062212642,0.01679361,0.037105437,0.149614,0.026805187,-0.02987308,0.05266411,-0.004164531,0.38438025,0.70217156,-0.16552557,0.45571882,-0.19958746
726.81274,31.285439,10.538867,119.65076,-0.029107433,37.791904,0.7379054,-0.212615,5.658051,-9.472599,0.026682049,-0.01730567,-0.18801923,-0.14082094,0.00072209147,0.043335225,-0.02022326,0.0033430743,0.23267032,0.017541492,0.0324569,0.01219022,-0.0009105235,-0.19999835,0.7024929,-0.120489985,-0.19680884,0.39554527
726.9509,274.156,-0.20063186,477.0867,0.33102676,78.721855,0.3302503,-0.5926652,5.657333,-17.89534,0.00486442,-0.0016424891,-0.18687524,0.26045507,0.06508503,0.07767979,-0.011067475,0.012476412,0.30456147,0.028420681,0.008122098,0.002801309,0.025837177,0.3999887,-0.1774929,0.19333085,0.45265174,-0.20000002
398.4241,274.15726,1.0543544,329.2983,-0.003003578,78.721855,3.4864256,4.34007,25.98647,94.651344,0.01852652,0.058973107,-0.18838795,0.26791766,-0.04605185,0.17058495,0.020460935,0.024752254,-0.17952755,0.013106849,0.019857762,0.0015067158,0.02847097,0.4,-0.1774929,0.06032986,-0.2057189,0.4
398.4241,274.15903,13.637359,177.42538,-0.029379454,78.721855,3.4847085,-0.5926652,25.41288,-17.990242,0.012320781,0.0220535,0.33839113,-0.10290472,0.09626618,0.16615672,-0.03417423,-0.022915307,0.30456147,0.008869528,-0.011695125,-0.01760343,0.06265487,-0.19972253,-0.1774929,-0.050183166,0.4557189,0.4
698.8723,272.73532,13.640057,-102.48943,-0.029379528,37.486267,0.3307691,-0.5316827,5.6573052,-17.990242,-0.0028906057,0.00604169,0.33839133,-0.16794233,0.06336161,-0.064616516,-0.043760825,-0.01332795,0.30455405,-0.03177805,-0.014354357,-0.022741437,0.00716533,-0.20000002,0.7024929,-0.13106386,0.4488149,0.062536746
726.9509,274.14908,-0.20060802,463.91116,0.32361582,78.36163,0.4972029,-0.46979594,25.98632,94.66462,0.0035819958,0.042508487,0.13940062,0.05790318,-0.01368647,0.13757694,-0.0017289987,0.0031202498,0.30430478,0.007983008,0.040871054,0.0034918243,0.011721387,0.3999949,0.46103814,-0.13066776,-0.2057189,0.39998975
